seq_ID	annotation	annotation_type	SM	EO
Ev-comp1538445_c0_seq1	ankrd29	blast	34.0	13.2
Ev-comp153945_c0_seq1		blast	0.0	2.9
Ev-comp154266_c0_seq1	stox2	blast	2.4	11.5
Ev-comp1542809_c0_seq1		blast	4.9	12.4
Ev-comp1543161_c0_seq1		blast	0.0	1.2
Ev-comp154438_c0_seq1	CU633988.1	blast	9.7	18.1
Ev-comp154840_c0_seq1		blast	24.3	5.4
Ev-comp1548408_c0_seq1	stard10	blast	0.0	1.6
Ev-comp155060_c0_seq1		blast	0.0	11.1
Ev-comp155088_c0_seq1		blast	0.0	10.7
Ev-comp155338_c0_seq2	C17H8orf74	blast	7.3	23.5
Ev-comp1553506_c0_seq1	CT573389.2	blast	9.7	1.6
Ev-comp155382_c0_seq1		blast	0.0	13.6
Ev-comp155501_c0_seq1	si:dkey-91i10.2	blast	0.0	4.5
Ev-comp1556643_c0_seq1		blast	14.6	1.2
Ev-comp1557031_c0_seq1		blast	0.0	3.7
Ev-comp1558840_c0_seq1		blast	0.0	0.8
Ev-comp155968_c0_seq1		blast	17.0	13.2
Ev-comp156022_c0_seq1		blast	0.0	4.5
Ev-comp156253_c0_seq1	lnx1	blast	7.3	29.7
Ev-comp156438_c0_seq1	sema6a	blast	26.7	42.9
Ev-comp1564770_c0_seq1	CR381630.1	blast	0.0	4.1
Ev-comp1566587_c0_seq1		blast	2.4	3.7
Ev-comp1567182_c0_seq1		blast	2.4	1.6
Ev-comp156806_c0_seq1	dhrsx	blast	0.0	7.4
Ev-comp156808_c0_seq1		blast	87.3	94.4
Ev-comp156972_c0_seq1		blast	2.4	4.9
Ev-comp1569949_c0_seq1		blast	2.4	1.2
Ev-comp157019_c0_seq1	slc29a4	blast	2.4	14.4
Ev-comp1575483_c0_seq1		blast	0.0	2.1
Ev-comp157567_c0_seq1		blast	0.0	3.7
Ev-comp1578290_c0_seq1		blast	2.4	9.9
Ev-comp157895_c0_seq1		blast	12.1	7.8
Ev-comp1581534_c0_seq1		blast	0.0	2.1
Ev-comp158198_c0_seq1		blast	2.4	4.5
Ev-comp158360_c0_seq2		blast	14.6	46.2
Ev-comp158426_c0_seq1		blast	7.3	35.9
Ev-comp15844_c0_seq1		blast	2.4	1.6
Ev-comp1592135_c0_seq1		blast	12.1	2.5
Ev-comp159385_c0_seq1		blast	2.4	4.1
Ev-comp159491_c0_seq1		blast	7.3	7.0
Ev-comp159572_c0_seq1		blast	0.0	7.0
Ev-comp159591_c0_seq1		blast	0.0	1.2
Ev-comp159760_c0_seq1		blast	9.7	6.6
Ev-comp1599326_c0_seq1		blast	0.0	3.3
Ev-comp160342_c0_seq1	si:dkey-205h13.1	blast	36.4	30.9
Ev-comp160637_c0_seq1		blast	4.9	6.2
Ev-comp160837_c0_seq1		blast	0.0	2.1
Ev-comp161065_c0_seq2		blast	41.2	54.4
Ev-comp161095_c0_seq2		blast	9.7	11.1
Ev-comp1613354_c0_seq1	m17	blast	0.0	1.6
Ev-comp161856_c0_seq1		blast	0.0	8.7
Ev-comp161864_c0_seq1	efhc2	blast	4.9	14.0
Ev-comp161960_c0_seq1		blast	0.0	6.2
Ev-comp161964_c0_seq1		blast	0.0	3.7
Ev-comp162152_c0_seq1		blast	46.1	49.1
Ev-comp162199_c0_seq1	si:ch211-79l20.4	blast	29.1	52.8
Ev-comp162308_c0_seq1		blast	55.8	83.3
Ev-comp1623525_c0_seq1		blast	0.0	1.6
Ev-comp162611_c0_seq1		blast	0.0	13.2
Ev-comp162701_c0_seq1		blast	2.4	1.6
Ev-comp16297_c0_seq1		blast	0.0	2.1
Ev-comp163170_c0_seq1		blast	0.0	6.2
Ev-comp1633275_c0_seq1		blast	0.0	4.5
Ev-comp163431_c0_seq2		blast	0.0	2.9
Ev-comp163558_c0_seq2		blast	121.3	99.8
Ev-comp163671_c0_seq1		blast	36.4	71.3
Ev-comp164035_c0_seq1		blast	0.0	21.8
Ev-comp164053_c0_seq1		blast	0.0	5.4
Ev-comp1643826_c0_seq1	CD27	blast	2.4	2.1
Ev-comp1645336_c0_seq1		blast	7.3	0.8
Ev-comp164559_c0_seq1		blast	14.6	13.2
Ev-comp164622_c0_seq1	dab2ipb	blast	46.1	50.3
Ev-comp165039_c0_seq1		blast	2.4	5.4
Ev-comp165613_c0_seq1		blast	0.0	1.2
Ev-comp165665_c0_seq1	arl10	blast	65.5	46.2
Ev-comp1656710_c0_seq1		blast	4.9	6.2
Ev-comp1658267_c0_seq1		blast	0.0	1.6
Ev-comp165851_c0_seq1		blast	12.1	15.3
Ev-comp166031_c0_seq1		blast	0.0	3.3
Ev-comp166514_c1_seq1		blast	0.0	1.2
Ev-comp166826_c0_seq2	ZFYVE9 (2 of 3)	blast	0.0	1.6
Ev-comp167194_c0_seq1		blast	2.4	5.8
Ev-comp167665_c0_seq1		blast	0.0	2.1
Ev-comp167836_c0_seq1		blast	2.4	12.8
Ev-comp167909_c0_seq1		blast	87.3	77.9
Ev-comp167979_c0_seq1		blast	46.1	61.4
Ev-comp168054_c0_seq1		blast	21.8	51.1
Ev-comp168314_c0_seq1		blast	63.1	51.1
Ev-comp168360_c0_seq1		blast	84.9	39.2
Ev-comp168363_c0_seq1		blast	36.4	12.0
Ev-comp168741_c0_seq1		blast	4.9	16.5
Ev-comp168787_c0_seq1		blast	0.0	2.5
Ev-comp168836_c0_seq1	mastl	blast	2.4	3.7
Ev-comp169170_c0_seq1		blast	82.5	66.4
Ev-comp169247_c0_seq1		blast	4.9	15.7
Ev-comp169814_c0_seq2		blast	0.0	16.5
Ev-comp169925_c0_seq1		blast	80.1	39.6
Ev-comp169992_c0_seq1	ADAMTS12	blast	0.0	8.7
Ev-comp170172_c0_seq2	armc1l	blast	14.6	28.0
Ev-comp170393_c0_seq1		blast	0.0	0.8
Ev-comp170681_c0_seq1	ormdl3	blast	14.6	15.7
Ev-comp170835_c0_seq2	camkmt	blast	14.6	7.0
Ev-comp170914_c0_seq1	gro1	blast	4.9	22.7
Ev-comp170987_c0_seq1		blast	101.9	67.2
Ev-comp171060_c0_seq3	tgif1	blast	7.3	35.0
Ev-comp171367_c0_seq3		blast	2.4	0.8
Ev-comp171579_c0_seq1		blast	0.0	9.1
Ev-comp171630_c1_seq1		blast	0.0	0.8
Ev-comp1717332_c0_seq1		blast	0.0	1.6
Ev-comp1718585_c0_seq1		blast	0.0	2.5
Ev-comp1718857_c0_seq1		blast	0.0	2.9
Ev-comp1720612_c0_seq1		blast	7.3	1.6
Ev-comp1720825_c0_seq1		blast	0.0	6.2
Ev-comp172130_c1_seq1		blast	0.0	1.6
Ev-comp1721595_c0_seq1		blast	0.0	1.6
Ev-comp1722323_c0_seq1	ZMAT3	blast	2.4	5.4
Ev-comp1723015_c0_seq1	greb1	blast	0.0	1.2
Ev-comp172354_c1_seq1	CU929360.1	blast	12.1	11.5
Ev-comp1723862_c0_seq1		blast	2.4	3.7
Ev-comp172389_c0_seq2		blast	9.7	26.4
Ev-comp1724096_c0_seq1		blast	0.0	3.7
Ev-comp172529_c0_seq1		blast	0.0	1.2
Ev-comp1725463_c0_seq1		blast	2.4	1.6
Ev-comp172655_c0_seq2	ttll4	blast	31.5	39.2
Ev-comp1726604_c0_seq1		blast	0.0	1.6
Ev-comp172707_c0_seq2	tubgcp5	blast	26.7	52.8
Ev-comp172819_c0_seq1	FAM54A	blast	92.2	209.8
Ev-comp1728424_c0_seq1		blast	0.0	3.7
Ev-comp1729082_c0_seq1		blast	9.7	3.7
Ev-comp173005_c0_seq1	pemt	blast	75.2	66.0
Ev-comp173035_c0_seq2		blast	19.4	44.9
Ev-comp1732_c0_seq1		blast	4.9	1.6
Ev-comp173236_c0_seq2		blast	0.0	1.2
Ev-comp1732597_c0_seq1	FAM124B	blast	2.4	2.5
Ev-comp173311_c0_seq2		blast	75.2	42.0
Ev-comp1733186_c0_seq1	WDR63	blast	0.0	2.1
Ev-comp1733740_c0_seq1		blast	0.0	2.1
Ev-comp173375_c0_seq1		blast	2.4	9.1
Ev-comp1733944_c0_seq1		blast	0.0	3.3
Ev-comp1735157_c0_seq1		blast	0.0	4.5
Ev-comp1735389_c0_seq1		blast	0.0	1.6
Ev-comp1736040_c0_seq1		blast	0.0	1.6
Ev-comp1736222_c0_seq1		blast	0.0	4.9
Ev-comp1737341_c0_seq1		blast	0.0	1.6
Ev-comp173829_c0_seq2		blast	55.8	48.6
Ev-comp173983_c0_seq2		blast	7.3	6.2
Ev-comp174033_c0_seq1		blast	9.7	6.2
Ev-comp174110_c0_seq1		blast	17.0	61.0
Ev-comp1741610_c0_seq1		blast	7.3	1.6
Ev-comp174192_c0_seq1		blast	0.0	42.5
Ev-comp1742714_c0_seq1		blast	7.3	1.6
Ev-comp1743925_c0_seq1		blast	0.0	2.1
Ev-comp1744952_c0_seq1		blast	0.0	1.6
Ev-comp174567_c0_seq1		blast	9.7	22.7
Ev-comp174569_c0_seq1		blast	38.8	37.5
Ev-comp174761_c0_seq1		blast	259.6	256.4
Ev-comp1747779_c0_seq1		blast	0.0	1.2
Ev-comp1748460_c0_seq1		blast	0.0	2.1
Ev-comp174890_c0_seq1	aplp1	blast	53.4	349.5
Ev-comp1749221_c0_seq1		blast	2.4	2.5
Ev-comp1750306_c0_seq1	rcan3	blast	0.0	2.5
Ev-comp1750736_c0_seq1		blast	0.0	1.6
Ev-comp1751468_c0_seq1		blast	0.0	1.6
Ev-comp1751655_c0_seq1	TMEM235 (1 of 2)	blast	0.0	1.6
Ev-comp1751952_c0_seq1		blast	0.0	1.6
Ev-comp1752480_c0_seq1	GLP2R	blast	2.4	2.1
Ev-comp175429_c0_seq1		blast	9.7	13.6
Ev-comp175441_c0_seq1		blast	0.0	2.5
Ev-comp1755650_c0_seq1		blast	0.0	7.8
Ev-comp1756090_c0_seq1	zgc:154125	blast	0.0	1.6
Ev-comp1756657_c0_seq1		blast	2.4	2.9
Ev-comp1756692_c0_seq1	PCDH8	blast	2.4	0.8
Ev-comp1756983_c0_seq1		blast	0.0	1.2
Ev-comp175722_c0_seq1		blast	4.9	98.5
Ev-comp175816_c0_seq1		blast	41.2	43.7
Ev-comp175843_c0_seq1		blast	2.4	3.7
Ev-comp1759252_c0_seq1	fgf14	blast	0.0	2.5
Ev-comp1759962_c0_seq1	zgc:110540	blast	2.4	3.7
Ev-comp176099_c0_seq1		blast	29.1	42.9
Ev-comp176105_c0_seq1		blast	0.0	10.3
Ev-comp176210_c0_seq2		blast	21.8	61.4
Ev-comp1762359_c0_seq1		blast	2.4	2.1
Ev-comp1763300_c0_seq1		blast	2.4	0.4
Ev-comp1764496_c0_seq1		blast	2.4	2.9
Ev-comp176453_c0_seq1		blast	0.0	3.3
Ev-comp176453_c0_seq2		blast	7.3	12.0
Ev-comp176554_c0_seq1		blast	9.7	5.8
Ev-comp176718_c0_seq1		blast	2.4	31.7
Ev-comp1767194_c0_seq1		blast	2.4	1.2
Ev-comp1767459_c0_seq1		blast	4.9	1.2
Ev-comp176760_c0_seq1	zhx3	blast	92.2	51.5
Ev-comp1768960_c0_seq1		blast	0.0	2.1
Ev-comp1769570_c0_seq1	or126-3	blast	2.4	2.5
Ev-comp177092_c0_seq1		blast	87.3	45.8
Ev-comp177094_c0_seq1		blast	2.4	20.6
Ev-comp1771368_c0_seq1		blast	0.0	2.1
Ev-comp1771491_c0_seq1	lft1	blast	0.0	2.1
Ev-comp177207_c0_seq3		blast	2.4	10.7
Ev-comp1773927_c0_seq1	lhcgr	blast	0.0	1.6
Ev-comp1774021_c0_seq1	GUCY2C (2 of 2)	blast	0.0	2.5
Ev-comp1774478_c0_seq1		blast	0.0	0.8
Ev-comp177723_c0_seq1		blast	14.6	4.1
Ev-comp177746_c0_seq2		blast	4.9	12.0
Ev-comp177761_c0_seq1		blast	1909.3	179.3
Ev-comp177874_c0_seq1		blast	0.0	2.1
Ev-comp177876_c0_seq1	C10H11orf63	blast	7.3	11.1
Ev-comp178083_c0_seq1		blast	48.5	114.2
Ev-comp178261_c0_seq1		blast	0.0	0.0
Ev-comp178315_c0_seq1		blast	208.6	166.9
Ev-comp178324_c0_seq1		blast	0.0	0.8
Ev-comp178401_c0_seq1		blast	0.0	1.2
Ev-comp178460_c0_seq1		blast	77.6	145.5
Ev-comp1785079_c0_seq1		blast	2.4	1.6
Ev-comp178560_c0_seq2		blast	4.9	20.6
Ev-comp178581_c0_seq1		blast	70.4	11.5
Ev-comp1785961_c0_seq1		blast	0.0	0.8
Ev-comp1786003_c0_seq1		blast	0.0	4.5
Ev-comp178632_c0_seq2		blast	7.3	9.1
Ev-comp178748_c0_seq1		blast	167.4	107.2
Ev-comp1790320_c0_seq1	CR352284.1	blast	2.4	2.1
Ev-comp179088_c0_seq1		blast	26.7	59.4
Ev-comp1791054_c0_seq1		blast	0.0	2.1
Ev-comp1792413_c0_seq1	bhlhe22	blast	2.4	2.5
Ev-comp1792513_c0_seq1	STXBP4	blast	12.1	1.6
Ev-comp179342_c0_seq1		blast	0.0	2.1
Ev-comp179409_c0_seq1		blast	48.5	114.2
Ev-comp1797543_c0_seq1		blast	0.0	2.1
Ev-comp1797834_c0_seq1	sptssb	blast	0.0	2.9
Ev-comp179842_c0_seq1		blast	109.2	4.5
Ev-comp1798878_c0_seq1		blast	0.0	1.2
Ev-comp180012_c0_seq1		blast	29.1	22.3
Ev-comp1800499_c0_seq1	BAI1 (3 of 3)	blast	0.0	1.6
Ev-comp1800535_c0_seq1	CU302376.1	blast	0.0	1.2
Ev-comp1801695_c0_seq1		blast	0.0	1.6
Ev-comp180244_c0_seq1		blast	12.1	5.4
Ev-comp180346_c1_seq1		blast	0.0	2.5
Ev-comp180379_c0_seq1	rhof	blast	70.4	87.8
Ev-comp180423_c0_seq2		blast	31.5	58.9
Ev-comp1804773_c0_seq1	CR933820.2	blast	0.0	2.1
Ev-comp1806530_c0_seq1		blast	0.0	3.7
Ev-comp1807022_c0_seq1		blast	0.0	2.1
Ev-comp180703_c0_seq1	map9	blast	26.7	35.0
Ev-comp1811279_c0_seq1		blast	0.0	2.5
Ev-comp1811674_c0_seq1	stk33	blast	0.0	2.9
Ev-comp1812573_c0_seq1	nebl	blast	2.4	3.7
Ev-comp181289_c0_seq1		blast	9.7	26.4
Ev-comp181295_c0_seq1		blast	9.7	15.3
Ev-comp181418_c0_seq1	MYADM (2 of 2)	blast	14.6	15.7
Ev-comp181465_c0_seq2	rem1	blast	53.4	75.0
Ev-comp181590_c0_seq1	bcl6ab	blast	7.3	28.4
Ev-comp181612_c0_seq2		blast	17.0	34.2
Ev-comp181622_c0_seq1	zar1	blast	4.9	4.9
Ev-comp1817325_c0_seq1	odf3b	blast	0.0	2.1
Ev-comp181822_c0_seq1	grpr	blast	0.0	2.5
Ev-comp181991_c0_seq1	thumpd3	blast	19.4	80.4
Ev-comp182383_c0_seq1	ace2	blast	2.4	18.5
Ev-comp1825204_c0_seq1	BX005336.1	blast	0.0	1.2
Ev-comp182613_c0_seq1	ZBTB41	blast	14.6	7.8
Ev-comp1829889_c0_seq1	C14H4orf47	blast	0.0	3.3
Ev-comp183453_c0_seq1		blast	17.0	4.1
Ev-comp183494_c0_seq1		blast	0.0	7.4
Ev-comp1836329_c0_seq1	ttll10	blast	2.4	2.5
Ev-comp183805_c0_seq1	GPANK1	blast	230.5	56.5
Ev-comp183837_c0_seq1	nipal3	blast	92.2	146.7
Ev-comp183847_c0_seq1		blast	288.7	155.8
Ev-comp1838747_c0_seq1		blast	4.9	1.2
Ev-comp183915_c0_seq1	sc5dl	blast	31.5	60.6
Ev-comp183996_c0_seq1		blast	26.7	25.6
Ev-comp184128_c0_seq1		blast	17.0	20.2
Ev-comp184133_c0_seq1		blast	14.6	26.8
Ev-comp1841416_c0_seq1		blast	0.0	0.8
Ev-comp184209_c0_seq1		blast	36.4	29.7
Ev-comp184384_c0_seq1		blast	337.2	159.9
Ev-comp184437_c0_seq1		blast	41.2	104.7
Ev-comp1845178_c0_seq1	rbp4l	blast	0.0	2.9
Ev-comp184581_c0_seq2		blast	9.7	25.1
Ev-comp184634_c0_seq2		blast	230.5	76.3
Ev-comp184694_c0_seq2		blast	213.5	28.9
Ev-comp184717_c0_seq2	DLEU7	blast	36.4	41.6
Ev-comp184847_c0_seq1		blast	43.7	69.7
Ev-comp184865_c0_seq1	phf20a	blast	14.6	59.8
Ev-comp184914_c0_seq1		blast	34.0	68.4
Ev-comp1853616_c0_seq1		blast	2.4	1.6
Ev-comp185370_c0_seq2		blast	293.5	263.4
Ev-comp185484_c0_seq1		blast	101.9	158.3
Ev-comp185508_c0_seq1		blast	60.7	105.5
Ev-comp185765_c0_seq1		blast	325.1	368.5
Ev-comp1858123_c0_seq1	ZRANB3 (1 of 2)	blast	2.4	2.9
Ev-comp1862350_c0_seq1		blast	0.0	1.6
Ev-comp186414_c0_seq2	mxa	blast	0.0	9.1
Ev-comp186452_c0_seq1		blast	2.4	3.7
Ev-comp186513_c0_seq1	trim37	blast	12.1	41.2
Ev-comp186557_c0_seq1	SH3TC1 (2 of 2)	blast	2.4	21.8
Ev-comp186587_c0_seq3		blast	2.4	2.5
Ev-comp186661_c0_seq1		blast	4.9	57.7
Ev-comp186749_c0_seq1	EMILIN3 (1 of 2)	blast	67.9	350.0
Ev-comp186964_c0_seq1		blast	9.7	11.5
Ev-comp187045_c0_seq1		blast	4.9	13.6
Ev-comp1870778_c0_seq1	uncx4.1	blast	12.1	0.4
Ev-comp1872156_c0_seq1		blast	0.0	0.8
Ev-comp187244_c0_seq1		blast	50.9	80.4
Ev-comp187525_c0_seq1		blast	109.2	202.0
Ev-comp187597_c0_seq1		blast	21.8	5.4
Ev-comp187706_c0_seq1		blast	0.0	2.5
Ev-comp187736_c0_seq1		blast	7.3	14.0
Ev-comp187804_c1_seq1		blast	0.0	1.6
Ev-comp187981_c0_seq1	acin1a	blast	50.9	147.2
Ev-comp188600_c0_seq1	PTGFRN (1 of 2)	blast	36.4	26.0
Ev-comp188704_c0_seq2		blast	0.0	25.6
Ev-comp1890109_c0_seq1		blast	0.0	1.6
Ev-comp189113_c0_seq1		blast	4.9	7.8
Ev-comp189302_c0_seq1		blast	7.3	17.7
Ev-comp189511_c0_seq1		blast	17.0	141.4
Ev-comp1895163_c0_seq1	nkx3-1	blast	0.0	1.6
Ev-comp189682_c0_seq1		blast	77.6	28.0
Ev-comp190115_c0_seq1		blast	317.8	112.1
Ev-comp190331_c0_seq1		blast	12.1	14.0
Ev-comp190443_c0_seq1	shisa7	blast	19.4	24.7
Ev-comp1904816_c0_seq1		blast	7.3	5.8
Ev-comp190710_c0_seq1		blast	2.4	7.4
Ev-comp190739_c0_seq2	cldnb	blast	101.9	19.4
Ev-comp1909934_c0_seq1	celsr3	blast	0.0	1.2
Ev-comp191114_c0_seq1	rhpn1	blast	29.1	23.9
Ev-comp191485_c0_seq3	fbxo5	blast	0.0	4.9
Ev-comp191524_c0_seq1		blast	31.5	74.6
Ev-comp191679_c0_seq1		blast	9.7	88.6
Ev-comp191877_c0_seq1		blast	232.9	205.3
Ev-comp191939_c0_seq1		blast	31.5	112.1
Ev-comp192104_c0_seq1		blast	0.0	1.2
Ev-comp192201_c0_seq1		blast	4.9	0.0
Ev-comp192307_c0_seq1		blast	7.3	31.7
Ev-comp192456_c0_seq1	lsm4	blast	12.1	12.4
Ev-comp192491_c0_seq1		blast	2.4	8.2
Ev-comp192790_c0_seq2	specc1lb	blast	63.1	134.4
Ev-comp193054_c0_seq1	phf21ab	blast	26.7	131.5
Ev-comp193110_c0_seq1		blast	0.0	2.9
Ev-comp193152_c0_seq1		blast	9.7	43.7
Ev-comp193193_c0_seq1		blast	48.5	14.8
Ev-comp193444_c0_seq1		blast	55.8	72.1
Ev-comp19348_c0_seq1	NGEF	blast	2.4	1.2
Ev-comp193909_c0_seq1		blast	0.0	16.5
Ev-comp194032_c0_seq2		blast	0.0	0.8
Ev-comp194065_c0_seq2	cep44	blast	0.0	15.7
Ev-comp194120_c0_seq1		blast	0.0	2.9
Ev-comp1942495_c0_seq1	FERMT1	blast	0.0	0.0
Ev-comp194278_c0_seq1		blast	9.7	21.8
Ev-comp194322_c0_seq1		blast	0.0	26.8
Ev-comp194459_c0_seq1		blast	21.8	1.6
Ev-comp194519_c0_seq2		blast	2.4	16.5
Ev-comp194566_c0_seq1		blast	26.7	23.9
Ev-comp194573_c0_seq1	si:dkey-211g8.6	blast	43.7	30.1
Ev-comp194585_c0_seq1	smc4	blast	104.3	132.3
Ev-comp194598_c0_seq2	mfi2	blast	24.3	36.3
Ev-comp194638_c0_seq1		blast	4.9	7.8
Ev-comp194661_c0_seq1	bag5	blast	31.5	49.5
Ev-comp194701_c0_seq2	ptprfb	blast	38.8	44.1
Ev-comp194783_c0_seq3		blast	17.0	13.2
Ev-comp194841_c0_seq1		blast	36.4	52.3
Ev-comp195241_c0_seq1	MIA	blast	26.7	60.2
Ev-comp195379_c0_seq1	mmp13a	blast	4.9	7.4
Ev-comp195393_c0_seq1		blast	9.7	22.7
Ev-comp195555_c0_seq3	nedd8	blast	0.0	13.6
Ev-comp195649_c0_seq1		blast	167.4	47.4
Ev-comp195897_c0_seq1		blast	9.7	15.7
Ev-comp196094_c0_seq1	tp53i11b	blast	41.2	45.8
Ev-comp196110_c0_seq1	lrrc33	blast	67.9	129.0
Ev-comp196182_c0_seq1		blast	12.1	7.0
Ev-comp1964443_c0_seq1		blast	12.1	2.1
Ev-comp196489_c1_seq2		blast	0.0	9.5
Ev-comp196503_c0_seq2	gpr128	blast	2.4	1.6
Ev-comp196677_c0_seq1	REG1A	blast	7.3	58.9
Ev-comp196797_c0_seq1		blast	0.0	7.0
Ev-comp196797_c0_seq2		blast	2.4	17.3
Ev-comp196945_c0_seq1		blast	2.4	0.0
Ev-comp197167_c0_seq1		blast	145.6	165.3
Ev-comp197241_c0_seq2	havcr1	blast	29.1	41.6
Ev-comp197357_c0_seq1		blast	50.9	69.7
Ev-comp197363_c0_seq1	pcp4l1	blast	0.0	5.4
Ev-comp197647_c0_seq1	C7H7orf43	blast	36.4	39.2
Ev-comp197749_c0_seq2	rhbdl1	blast	0.0	2.5
Ev-comp197752_c0_seq1	emc9	blast	26.7	18.1
Ev-comp197867_c0_seq1		blast	87.3	50.7
Ev-comp198029_c0_seq1		blast	92.2	238.3
Ev-comp198162_c0_seq1		blast	12.1	39.2
Ev-comp198209_c0_seq1		blast	36.4	26.0
Ev-comp198226_c0_seq1		blast	24.3	13.2
Ev-comp198472_c0_seq1		blast	0.0	12.8
Ev-comp198481_c0_seq1		blast	4.9	22.3
Ev-comp198555_c0_seq1		blast	2.4	7.0
Ev-comp198577_c0_seq1		blast	14.6	45.8
Ev-comp198675_c0_seq1		blast	0.0	7.8
Ev-comp198728_c0_seq1		blast	29.1	32.6
Ev-comp198729_c0_seq1		blast	0.0	9.1
Ev-comp198756_c0_seq1		blast	232.9	256.4
Ev-comp198858_c0_seq1	pir	blast	97.0	110.9
Ev-comp199063_c0_seq2		blast	21.8	4.5
Ev-comp199289_c0_seq1	ajap1	blast	0.0	17.3
Ev-comp199380_c0_seq1		blast	9.7	13.2
Ev-comp199431_c0_seq1		blast	7.3	51.9
Ev-comp1994742_c0_seq1		blast	0.0	2.1
Ev-comp199524_c0_seq1		blast	2.4	3.7
Ev-comp199644_c0_seq2		blast	4.9	9.5
Ev-comp1997215_c0_seq1		blast	2.4	2.5
Ev-comp199791_c0_seq2	ptpn13	blast	19.4	50.3
Ev-comp199835_c0_seq1		blast	14.6	18.1
Ev-comp200077_c0_seq3		blast	2.4	0.0
Ev-comp200104_c0_seq2		blast	14.6	12.8
Ev-comp200313_c0_seq1		blast	0.0	0.0
Ev-comp200315_c0_seq2		blast	4.9	26.8
Ev-comp200449_c0_seq1		blast	84.9	136.4
Ev-comp200499_c0_seq1		blast	0.0	1.2
Ev-comp200622_c0_seq1		blast	276.6	102.2
Ev-comp200636_c0_seq1		blast	138.3	72.1
Ev-comp200678_c0_seq1		blast	0.0	4.5
Ev-comp200714_c0_seq1		blast	48.5	6.6
Ev-comp200936_c0_seq1		blast	0.0	3.3
Ev-comp201030_c0_seq1		blast	14.6	25.6
Ev-comp20127_c0_seq1		blast	0.0	5.4
Ev-comp201273_c0_seq1		blast	9.7	82.4
Ev-comp201332_c0_seq1		blast	36.4	28.0
Ev-comp201447_c0_seq1		blast	7.3	20.2
Ev-comp201494_c0_seq1		blast	7.3	36.3
Ev-comp2015230_c0_seq1	nkx2.7	blast	2.4	2.1
Ev-comp201699_c0_seq2		blast	14.6	27.2
Ev-comp201723_c0_seq1		blast	9.7	36.7
Ev-comp201847_c0_seq2	THAP1	blast	133.4	63.1
Ev-comp202178_c0_seq2		blast	21.8	19.4
Ev-comp202204_c0_seq1		blast	17.0	16.1
Ev-comp202233_c0_seq1		blast	46.1	312.4
Ev-comp202251_c0_seq1	mapk10	blast	0.0	7.4
Ev-comp202290_c0_seq1		blast	7.3	23.5
Ev-comp202331_c0_seq1		blast	29.1	73.8
Ev-comp202392_c0_seq1		blast	9.7	44.5
Ev-comp202445_c0_seq1		blast	7.3	4.5
Ev-comp202588_c0_seq1		blast	60.7	58.5
Ev-comp202630_c0_seq1	tdrd5	blast	0.0	2.5
Ev-comp202660_c0_seq1		blast	201.4	129.4
Ev-comp202721_c0_seq1		blast	0.0	0.4
Ev-comp202898_c0_seq1		blast	31.5	14.4
Ev-comp202978_c0_seq1		blast	7.3	0.0
Ev-comp203050_c0_seq1		blast	0.0	4.9
Ev-comp2030913_c0_seq1		blast	0.0	0.4
Ev-comp203141_c0_seq2	zgc:152863	blast	46.1	33.8
Ev-comp203188_c0_seq1		blast	7.3	7.4
Ev-comp203188_c0_seq2		blast	2.4	4.5
Ev-comp203241_c0_seq1		blast	565.3	1819.0
Ev-comp203252_c0_seq1		blast	65.5	82.0
Ev-comp203406_c0_seq1		blast	4.9	7.8
Ev-comp203492_c0_seq1		blast	50.9	78.7
Ev-comp203525_c0_seq1		blast	12.1	4.9
Ev-comp203586_c1_seq1		blast	14.6	19.0
Ev-comp203625_c0_seq3		blast	0.0	7.8
Ev-comp203632_c0_seq1	wu:fc51f04	blast	60.7	50.7
Ev-comp203665_c0_seq2		blast	0.0	2.5
Ev-comp203819_c0_seq1		blast	4.9	36.7
Ev-comp203867_c0_seq1		blast	26.7	16.5
Ev-comp204179_c0_seq1		blast	21.8	68.8
Ev-comp204339_c0_seq2	pou2f2b	blast	2.4	5.8
Ev-comp204373_c0_seq1		blast	97.0	50.3
Ev-comp204389_c0_seq2	il34	blast	9.7	12.8
Ev-comp204425_c0_seq1		blast	7.3	19.4
Ev-comp204443_c0_seq1		blast	26.7	66.0
Ev-comp204546_c0_seq1		blast	12.1	71.7
Ev-comp204587_c0_seq1	FAM181B	blast	9.7	19.0
Ev-comp204657_c0_seq1		blast	48.5	26.8
Ev-comp204775_c0_seq2		blast	7.3	13.2
Ev-comp204815_c0_seq2	fxc1	blast	208.6	115.4
Ev-comp204822_c0_seq1		blast	0.0	1.6
Ev-comp2048940_c0_seq1		blast	9.7	2.9
Ev-comp204897_c0_seq1		blast	2.4	34.2
Ev-comp205173_c0_seq2		blast	17.0	58.5
Ev-comp205269_c0_seq1		blast	31.5	35.9
Ev-comp205318_c0_seq1		blast	7.3	19.0
Ev-comp2053320_c0_seq1		blast	0.0	1.2
Ev-comp205560_c0_seq1	OSGIN1	blast	34.0	45.3
Ev-comp205590_c0_seq1		blast	4.9	12.8
Ev-comp205666_c0_seq1		blast	34.0	24.3
Ev-comp205868_c0_seq1		blast	0.0	6.6
Ev-comp2058962_c0_seq1	OTOA	blast	0.0	1.6
Ev-comp2060348_c0_seq1	BX901881.1	blast	0.0	8.2
Ev-comp206222_c0_seq1		blast	12.1	33.8
