group_ID	annotation	annotation_type	EO	SM
comp45578_c0		blast	17.07	9.38
comp45578_c1		blast	19.2	5.63
comp45578_c2		blast	37.33	31.88
comp45579_c0	bcl9	blast	239.98	251.27
comp45584_c0	ddrgk1	blast	343.98	538.16
comp45589_c0	acin1b	blast	59.73	54.38
comp45589_c1		blast	153.06	153.76
comp45592_c0	TMEM131	blast	962.6	453.78
comp45595_c0		blast	6.93	15.0
comp45595_c1		blast	20.8	41.25
comp45598_c0		blast	505.03	43.13
comp45598_c1	IRS2	blast	264.51	22.5
comp45602_c0		blast	9.6	33.75
comp45603_c0		blast	12.8	1.88
comp45603_c1		blast	106.13	24.38
comp45603_c2	socs5a	blast	215.45	41.25
comp45604_c0	gpn3	blast	185.05	165.01
comp45606_c0		blast	99.19	50.63
comp45610_c0	sult3st3	blast	9.6	7.5
comp45611_c1	CR457462.1	blast	6.93	24.38
comp45616_c2		blast	31.46	26.25
comp45618_c0		blast	11.2	0.0
comp45619_c1		blast	16.0	37.5
comp45621_c0	npm3	blast	297.58	541.91
comp45622_c0		blast	68.26	258.77
comp45623_c0	zhx2	blast	274.11	360.03
comp45624_c0	stk40	blast	9.07	18.75
comp45627_c0	tbx15	blast	503.96	1400.73
comp45628_c0	BX571706.1	blast	7.47	35.63
comp45630_c0	arf1l	blast	247.45	144.39
comp45633_c0	41703	blast	266.65	228.77
comp45633_c1		blast	593.02	294.4
comp45634_c0		blast	17.6	1.88
comp45634_c2		blast	51.73	1.88
comp45635_c0		blast	149.86	198.76
comp45635_c1		blast	51.2	33.75
comp45637_c0	GLOD5	blast	56.0	35.63
comp45642_c0		blast	105.06	39.38
comp45643_c1		blast	14.4	11.25
comp45644_c0	zgc:91844	blast	129.06	84.38
comp45647_c0		blast	9.07	16.88
comp45650_c0	BX950859.2	blast	64.0	9.38
comp45652_c1		blast	85.86	260.64
comp45652_c2		blast	19.73	103.13
comp45653_c0		blast	12.8	11.25
comp45654_c0	sart3	blast	828.74	367.53
comp45655_c0	arl2	blast	236.78	200.64
comp45657_c0	pdss2	blast	276.78	255.02
comp45658_c0		blast	10.67	7.5
comp45661_c0	ndnl2	blast	205.85	283.15
comp45664_c0	mut	blast	282.11	661.92
comp45666_c0	arl2bp	blast	85.33	63.75
comp45667_c1		blast	19.2	52.5
comp45668_c0		blast	13.87	3.75
comp45670_c0	sec61al1	blast	624.49	523.16
comp45672_c0	PTGR2	blast	190.92	480.03
comp45677_c1		blast	6.4	18.75
comp45686_c0		blast	226.12	97.51
comp45694_c0	dnase1l3l	blast	43.73	37.5
comp45696_c0	obscn	blast	6.4	142.51
comp45696_c2		blast	3.73	50.63
comp45697_c0		blast	255.45	183.76
comp45697_c1	rabep1	blast	149.86	206.26
comp45699_c0	sh3bgr	blast	2719.27	15100.46
comp45701_c0	tube1	blast	14.93	15.0
comp45702_c0	slc7a6os	blast	309.84	270.02
comp45703_c0	thy1	blast	53.33	144.39
comp45706_c0	nsrp1	blast	190.92	123.76
comp45710_c0	UBXN2A	blast	101.33	881.31
comp45713_c0		blast	13.87	3.75
comp45714_c1	RSF1 (3 of 3)	blast	12.27	16.88
comp45720_c0	dnajc11	blast	594.62	716.3
comp45721_c0	ccdc25	blast	419.17	506.29
comp45722_c0		blast	20.8	35.63
comp45722_c1		blast	127.46	120.01
comp45726_c0		blast	471.97	556.91
comp45728_c0		blast	51.2	52.5
comp45729_c1		blast	32.0	1.88
comp45731_c1		blast	25.06	20.63
comp45731_c2		blast	15.47	5.63
comp45733_c0		blast	108.26	120.01
comp45738_c0		blast	50.13	0.0
comp45739_c0		blast	79.99	393.78
comp45741_c0		blast	31.46	24.38
comp45745_c2	igf1ra	blast	11.73	9.38
comp45750_c0		blast	13.87	3.75
comp45751_c0		blast	22.4	48.75
comp45753_c0	NAGK	blast	200.52	110.63
comp45755_c0	calcrla	blast	214.38	206.26
comp45757_c0		blast	8.0	28.13
comp45758_c0		blast	213.32	375.03
comp45758_c1		blast	35.73	114.38
comp45761_c1	amdhd2	blast	284.25	240.02
comp45762_c0	trip13	blast	14.93	7.5
comp45763_c0		blast	16.53	0.0
comp45764_c0		blast	8.0	15.0
comp45766_c1	si:ch1073-184j22.2	blast	0.0	697.55
comp45767_c0		blast	87.46	86.26
comp45768_c0	FRG1	blast	361.57	294.4
comp45772_c0		blast	10.13	7.5
comp45773_c0		blast	214.92	463.16
comp45773_c1		blast	152.52	180.01
comp45776_c0		blast	11.73	1.88
comp45785_c0		blast	278.91	65.63
comp45785_c1	hey1	blast	228.78	75.01
comp45788_c0		blast	10.13	22.5
comp45789_c0	C2H1orf35	blast	940.2	725.68
comp45793_c0	AP1AR	blast	975.93	391.9
comp45795_c0	anapc7	blast	247.98	176.26
comp45796_c0	fgd1	blast	16.53	7.5
comp45797_c0		blast	9.6	5.63
comp45798_c1		blast	101.86	118.13
comp45799_c2		blast	9.07	11.25
comp45801_c0	gabrd	blast	44.26	15.0
comp45804_c0		blast	118.92	114.38
comp45804_c1	ppifb	blast	38.93	105.01
comp45806_c0	ryr2b	blast	17.6	0.0
comp45807_c0		blast	11.73	9.38
comp45811_c0	mrpl11	blast	183.99	273.77
comp458115_c0		blast	10.67	3.75
comp45813_c0		blast	107.73	105.01
comp45818_c0	CPXM1 (2 of 2)	blast	659.69	172.51
comp45822_c0	bckdhb	blast	401.04	433.16
comp45824_c0		blast	206.39	15.0
comp45828_c1		blast	84.26	80.63
comp45831_c4	anp32b	blast	411.7	633.8
comp45832_c0	itga10	blast	29.86	16.88
comp45835_c0		blast	151.46	88.13
comp45835_c1	ube2h	blast	174.92	226.89
comp45835_c2		blast	13.87	9.38
comp45835_c3		blast	139.19	61.88
comp45837_c0		blast	97.06	90.01
comp45838_c0	samm50	blast	416.5	810.06
comp45839_c0	mecom	blast	8.0	11.25
comp45842_c0	pde4ca	blast	1086.86	238.14
comp45845_c0	sh3bp4	blast	22.4	41.25
comp45850_c0	APBA3	blast	310.91	491.29
comp45852_c0	bap1	blast	282.65	277.52
comp45853_c0	wu:fe38f03	blast	140.26	251.27
comp45854_c0	ccdc59	blast	265.05	708.8
comp45860_c0	C4H22orf28	blast	667.69	573.79
comp45865_c0	mical2b	blast	8.53	15.0
comp45866_c0	smyd2a	blast	85.86	88.13
comp45866_c1		blast	50.66	35.63
comp45866_c2		blast	236.78	180.01
comp45868_c0		blast	777.54	841.94
comp45868_c1	jam3b	blast	231.98	630.05
comp45869_c0		blast	168.52	46.88
comp45869_c1	mical1	blast	103.46	41.25
comp45870_c0		blast	7.47	33.75
comp45872_c0		blast	151.46	146.26
comp45872_c1		blast	179.19	123.76
comp45874_c0	usp14	blast	195.72	320.65
comp45874_c1		blast	91.19	71.26
comp45875_c0		blast	45.33	13.13
comp45875_c3	UBA6	blast	160.52	140.64
comp45876_c0	IRS2	blast	447.97	262.52
comp45877_c0		blast	92.26	153.76
comp45878_c0	dok2	blast	10.13	20.63
comp45879_c0	tbc1d7	blast	336.51	656.3
comp45880_c0		blast	86.93	52.5
comp45881_c0	rhebl1	blast	934.87	1511.36
comp45882_c0		blast	34.13	1419.48
comp45887_c0		blast	131.72	157.51
comp45887_c1		blast	61.86	63.75
comp45887_c2		blast	163.19	161.26
comp45890_c0	b3galt4	blast	68.26	16.88
comp45893_c0	C14H8orf40	blast	86.93	110.63
comp45894_c0	surf4	blast	181.85	283.15
comp45895_c0		blast	52.8	1.88
comp45897_c0		blast	614.36	16.88
comp45900_c0		blast	0.53	71.26
comp45900_c1		blast	239.45	245.64
comp45900_c2	MLF1	blast	14.93	3140.85
comp45900_c3		blast	18.67	0.0
comp45901_c0		blast	71.99	35.63
comp45901_c1		blast	11.73	1.88
comp45902_c0	tdrd3	blast	190.92	168.76
comp45904_c0	ciao1	blast	487.97	339.4
comp45905_c0	pkp3	blast	420.77	15.0
comp45907_c0		blast	94.93	63.75
comp45909_c0		blast	12.27	65.63
comp45910_c0	mtrf1l	blast	46.93	97.51
comp45911_c0	mpdu1b	blast	119.46	178.14
comp45915_c0		blast	26.66	24.38
comp45916_c0	mrps24	blast	172.79	247.52
comp45917_c0	lin37	blast	230.92	238.14
comp45919_c0	uchl3	blast	376.51	697.55
comp45920_c0		blast	106.66	67.5
comp45921_c0	cnn3b	blast	324.78	240.02
comp45921_c1		blast	99.73	61.88
comp45925_c0	s100v1	blast	180.25	241.89
comp45926_c1	C8H12orf43	blast	27.73	31.88
comp45928_c0	smarce1	blast	474.63	195.01
comp45928_c1		blast	156.26	43.13
comp45929_c0	mid1ip1a	blast	59.2	84.38
comp45931_c0	CU464087.2	blast	11.73	18.75
comp45934_c0	eri1	blast	93.33	153.76
comp45935_c0	AL929222.1	blast	23.46	16.88
comp45939_c0	mrpl19	blast	313.04	318.77
comp45940_c0	SLC35G1	blast	12.8	16.88
comp45946_c0		blast	27.2	11.25
comp45946_c1	crlf3	blast	163.72	88.13
comp45946_c2		blast	95.99	31.88
comp45947_c0		blast	16.0	28.13
comp45949_c0		blast	44.8	26.25
comp45951_c0		blast	246.38	470.66
comp45952_c0		blast	32.0	20.63
comp45954_c0	CREM	blast	155.19	101.26
comp45954_c1		blast	18.67	1.88
comp45955_c1		blast	13.33	11.25
comp45955_c3		blast	11.73	7.5
comp45956_c0		blast	21.33	106.88
comp45957_c0	sav1	blast	163.19	151.89
comp45959_c0	havcr1	blast	6.93	22.5
comp45962_c0		blast	10.67	18.75
comp45963_c1	fign	blast	39.46	43.13
comp45967_c0		blast	10.67	1.88
comp45971_c0		blast	338.11	247.52
comp45971_c1	pgrmc2	blast	359.44	380.65
comp45973_c2		blast	0.0	41.25
comp459730_c0	lipt1	blast	9.07	7.5
comp45974_c0	rala	blast	1342.3	1113.83
comp45975_c0	creb3l3l	blast	178.65	189.39
comp45975_c1		blast	75.19	41.25
comp45976_c0		blast	14.4	30.0
comp45977_c0		blast	15.47	11.25
comp45977_c1		blast	117.86	180.01
comp459788_c0		blast	10.13	3.75
comp459807_c0		blast	0.0	39.38
comp45986_c0	CR944667.6	blast	32.53	18.75
comp45989_c0		blast	11.73	0.0
comp45992_c1		blast	17.07	5.63
comp45993_c0	csnk1e	blast	16.0	7.5
comp45995_c0	fam219b	blast	123.72	210.02
comp45996_c0	steap3	blast	221.85	232.52
comp46001_c0	LRRC2	blast	3.2	699.43
comp46004_c1		blast	6.93	15.0
comp46005_c0	CREG1	blast	254.92	290.65
comp46006_c1	nfs1	blast	231.45	549.41
comp46007_c0	ALDH1L2	blast	747.68	5289.75
comp46010_c1	TNNT2 (2 of 2)	blast	3.2	2030.77
comp46011_c0		blast	17.07	13.13
comp46015_c0	slc16a8	blast	320.51	399.4
comp46015_c1		blast	109.86	108.76
comp46017_c0		blast	3853.59	937.57
comp46017_c2		blast	186.12	163.14
comp46017_c3	TEAD3 (2 of 2)	blast	1074.06	382.53
comp46023_c0		blast	10.13	5.63
comp46025_c1	pmm2	blast	188.79	202.51
comp46027_c0	ccdc40	blast	14.4	7.5
comp46028_c1		blast	65.6	58.13
comp46028_c2		blast	141.32	76.88
comp46031_c0		blast	11.2	7.5
comp46032_c1		blast	13.87	11.25
comp46035_c0		blast	353.57	303.77
comp46036_c0	commd4	blast	422.9	616.92
comp46037_c0		blast	9.6	5.63
comp46038_c0		blast	109.86	103.13
comp46039_c0	XRCC6BP1	blast	101.86	230.64
comp46040_c0		blast	205.32	189.39
comp46041_c1		blast	38.4	73.13
comp46043_c0	cep290	blast	22.4	33.75
comp46045_c0	hnrnpc	blast	393.57	356.28
comp46047_c0		blast	8.53	22.5
comp46049_c1	CLEC11A	blast	8.0	13.13
comp46050_c0	c1qtnf5	blast	88.53	129.38
comp46051_c0		blast	18.67	0.0
comp460562_c0		blast	9.07	7.5
comp46057_c0	ZFP36	blast	327.98	525.04
comp46061_c0	cdc34a	blast	1379.1	939.44
comp46063_c0	ANKRD42	blast	1200.45	5.63
comp46064_c0		blast	10.13	20.63
comp46066_c0		blast	27.2	13.13
comp46066_c1		blast	44.8	13.13
comp46067_c0	sec23ip	blast	258.65	215.64
comp46067_c1	csgalnact2	blast	235.72	148.14
comp46071_c0	fah	blast	69.86	46.88
comp46072_c0	cldnc	blast	165.85	15.0
comp46073_c3	nkiras1	blast	110.39	125.63
comp46074_c0	EIF3K	blast	486.37	765.05
comp46074_c1	BX571714.2	blast	469.83	435.03
comp46075_c0	stmn1b	blast	114.66	155.64
comp46076_c0	syndig1l	blast	27.73	0.0
comp46078_c2	mob3a	blast	108.79	33.75
comp46079_c0		blast	558.36	144.39
comp46079_c1	gna13b	blast	347.18	129.38
comp46080_c0	asb10	blast	205.85	307.52
comp46087_c1	atp6v1ab	blast	187.72	180.01
comp46088_c1	C5H12orf65	blast	114.13	206.26
comp46089_c0	me2	blast	260.78	480.03
comp46091_c0	mff	blast	153.06	101.26
comp46092_c0		blast	11.2	1.88
comp460938_c0		blast	8.0	16.88
comp46094_c0		blast	131.72	46.88
comp46094_c1		blast	51.2	11.25
comp46094_c2		blast	29.86	7.5
comp46100_c0	syt11b	blast	22.93	26.25
comp46100_c1		blast	17.07	9.38
comp46104_c0	tspan14	blast	77.33	106.88
comp46104_c1		blast	30.93	46.88
comp46105_c2		blast	9.6	11.25
comp46109_c0	ube3d	blast	51.73	95.63
comp46114_c0		blast	22.93	0.0
comp46114_c1		blast	10.13	5.63
comp46116_c1	CABZ01049059.1	blast	225.05	345.02
comp46117_c2		blast	14.4	1.88
comp46118_c1	timm8a	blast	32.0	103.13
comp46119_c2		blast	17.6	39.38
comp46120_c0	sobpb	blast	324.78	219.39
comp461204_c0	STARD10	blast	6.93	63.75
comp46123_c0	lmo7b	blast	8.53	84.38
comp46127_c1		blast	7.47	13.13
comp46130_c0	si:ch73-314g15.3	blast	7.47	13.13
comp46134_c1	pop4	blast	300.78	225.02
comp46135_c0		blast	12.27	3.75
comp46136_c3		blast	11.2	9.38
comp46138_c0	casp2	blast	14.4	13.13
comp46138_c1		blast	44.26	33.75
comp46141_c1	cxcr3.1	blast	90.13	129.38
comp46143_c0		blast	138.66	148.14
comp46143_c1	hbp1	blast	74.66	97.51
comp46145_c0	fmnl3	blast	17.07	50.63
comp46152_c0	FGL2 (2 of 2)	blast	12.8	18.75
comp46154_c0	zgc:103715	blast	466.1	365.65
comp46159_c0	xkrx	blast	125.32	166.89
comp46161_c0	41894	blast	575.96	476.28
comp46163_c0	DNAJC7 (1 of 2)	blast	1601.49	1612.62
comp46166_c0		blast	12.8	18.75
comp46167_c0		blast	10.13	24.38
comp46168_c0	ovch2	blast	10.67	1.88
comp46169_c0	CHST13	blast	782.88	15.0
comp46172_c0		blast	20.8	9.38
comp46175_c0		blast	219.18	129.38
comp46175_c2		blast	22.4	39.38
comp46175_c3	ddx42	blast	98.13	129.38
comp46176_c0	tmem33	blast	482.63	290.65
comp46177_c0	zgc:56493	blast	8369.0	1496.36
comp46177_c1	cast	blast	1119.92	990.07
comp46178_c0	cacnb1	blast	34.66	1258.22
comp46178_c1		blast	155.72	4622.21
comp46179_c0	lrrc20	blast	369.57	1732.62
comp46180_c0		blast	87.99	22.5
comp46181_c0		blast	12.8	20.63
comp46183_c1	PDZD8	blast	14.93	54.38
comp46185_c1	psat1	blast	115.19	153.76
comp46187_c0	reep3	blast	1104.45	266.27
comp46188_c0	si:ch211-223p8.8	blast	328.51	1661.37
comp46189_c0		blast	143.99	1301.34
comp46190_c0		blast	52.8	35.63
comp46194_c0	mbpa	blast	113.59	616.92
comp46196_c0		blast	25.6	26.25
comp46196_c1	CZv9_NA991H1orf52	blast	557.83	440.66
comp46199_c0	eif4e1c	blast	186.12	410.65
comp46199_c2		blast	10.67	11.25
comp46199_c3		blast	59.2	82.51
comp46205_c0	samsn1a	blast	11.73	9.38
comp46207_c0	emc4	blast	390.37	590.67
comp46212_c0	mettl7a	blast	94.39	75.01
comp46212_c1		blast	142.39	99.38
comp462142_c0	NFATC4	blast	8.0	18.75
comp46215_c0		blast	3.73	73.13
comp46215_c1		blast	6.4	127.51
comp46217_c0		blast	6.93	18.75
comp46217_c2		blast	7.47	13.13
comp46218_c0	adssl	blast	278.91	324.4
comp46224_c0		blast	13.33	30.0
comp46233_c0	tprb	blast	413.3	339.4
comp46234_c0	RILP	blast	245.85	305.65
comp46238_c0		blast	16.53	11.25
comp46240_c0	myog	blast	30.4	356.28
comp46242_c0	sap30bp	blast	270.91	198.76
comp46243_c0		blast	13.87	3.75
comp46245_c1	CNTRL (1 of 2)	blast	13.87	11.25
comp46247_c0	hat1	blast	145.06	142.51
comp46249_c0		blast	277.85	543.79
comp46249_c1	ACTR3B	blast	68.26	420.03
comp46251_c0	vapal	blast	1103.39	791.31
comp46254_c0	cdca5	blast	19.73	20.63
comp46258_c0	BPTF	blast	27.73	37.5
comp46263_c0		blast	14.93	1.88
comp46265_c0	dcaf12	blast	199.99	140.64
comp46268_c0	coa1	blast	69.86	97.51
comp46269_c0	dhrs3a	blast	79.99	37.5
comp46270_c0	abcf2a	blast	611.16	928.19
comp46274_c0	slc43a1b	blast	162.66	485.66
comp46275_c0		blast	11.73	5.63
comp46276_c0	ostm1	blast	210.12	75.01
comp46278_c0	nit1	blast	77.86	65.63
comp46280_c0	utp23	blast	82.66	133.13
comp46281_c0		blast	20.8	0.0
comp46283_c0		blast	13.33	1.88
comp46287_c0		blast	159.99	97.51
comp46287_c1		blast	266.65	176.26
comp462899_c0		blast	12.27	1.88
comp46290_c1		blast	17.6	7.5
comp46290_c4		blast	9.6	5.63
comp46291_c0	znf750	blast	28.8	0.0
comp46294_c0		blast	12.27	13.13
comp46297_c0	pgrmc1	blast	486.37	470.66
comp46298_c0	akap8l	blast	532.76	611.29
comp46299_c0	MRPS12 (1 of 2)	blast	199.45	354.4
comp46300_c0	P2RY13	blast	16.0	13.13
comp46302_c0	ptk2ba	blast	44.26	33.75
comp46303_c0	sh3glb2b	blast	12.8	1.88
comp46306_c3		blast	9.07	7.5
comp46309_c0	pag1	blast	130.12	91.88
comp46310_c0	btc	blast	681.02	1170.08
comp46312_c0	rock2a	blast	32.0	46.88
comp46316_c0		blast	5.33	82.51
comp46317_c0		blast	128.52	69.38
comp46317_c1		blast	62.93	20.63
comp46322_c0	itgb8	blast	28.26	35.63
comp46324_c0		blast	30.4	33.75
comp46324_c1	pdia4	blast	390.91	376.9
comp46326_c0		blast	13.33	13.13
comp46327_c0		blast	36.8	9.38
comp46332_c1		blast	14.93	3.75
comp46335_c0	GPR97	blast	11.73	13.13
comp46336_c0		blast	12.8	11.25
comp46336_c1	naa20	blast	291.71	615.04
comp46338_c0		blast	8.0	11.25
comp46344_c0	chtf18	blast	13.33	9.38
comp46348_c0	mrp63	blast	185.05	189.39
comp46350_c0	bag1	blast	548.23	740.68
comp46351_c0		blast	13.33	1.88
comp46351_c1	usp7	blast	297.05	412.53
comp46351_c2		blast	68.8	58.13
comp46357_c1		blast	42.66	22.5
comp46358_c0	uba1	blast	1080.46	1648.24
comp46359_c0		blast	228.78	108.76
comp46364_c0	commd9	blast	566.89	465.03
comp46368_c0	CABZ01067072.1	blast	22.4	11.25
comp46369_c1		blast	12.8	11.25
comp46370_c0	CU467865.1	blast	29.33	18.75
comp46372_c0	slc31a1	blast	146.12	215.64
comp46373_c1		blast	50.66	50.63
comp46375_c0		blast	526.36	18.75
comp46377_c0	si:ch211-237l4.6	blast	161.06	54.38
comp46379_c0		blast	178.65	195.01
comp46382_c0	cebpd	blast	363.17	69.38
comp46382_c2	junbb	blast	377.04	93.76
comp46387_c0	smyd1a	blast	10.67	5899.17
comp46388_c2	cnpy2	blast	94.93	78.76
comp46396_c0	fip1l1a	blast	156.26	172.51
comp46398_c1	znf131	blast	164.79	108.76
comp46405_c0	pphln1	blast	225.58	232.52
comp46407_c1	upf3a	blast	10.67	30.0
comp46413_c0	TMEM230 (2 of 2)	blast	62.93	108.76
comp46414_c0	exoc5	blast	188.25	271.89
comp46414_c1		blast	214.92	142.51
comp46415_c1	atp10d	blast	12.27	9.38
comp46416_c0		blast	13.33	3.75
comp46418_c0		blast	107.19	76.88
comp46419_c0	zbtb8os	blast	500.23	457.53
comp46427_c0	pitx3	blast	24.53	431.28
comp46428_c1	slc7a6	blast	3.2	41.25
comp46430_c0		blast	106.13	1402.6
comp46430_c2		blast	1.07	52.5
comp46432_c0	trappc5	blast	451.17	335.65
comp46434_c0		blast	182.92	146.26
comp46436_c0	FYB	blast	8.53	16.88
comp46437_c0	oxa1l	blast	177.59	339.4
comp46447_c0	reps1	blast	988.2	251.27
comp46449_c0		blast	114.66	7.5
comp46450_c0		blast	1263.38	1560.11
comp46452_c0	mxa	blast	798.88	1411.98
comp46453_c0		blast	405.84	813.81
comp46453_c1	mtdhb	blast	67.2	196.89
comp46454_c0	loxl3a	blast	232.52	135.01
comp46457_c0		blast	17.07	58.13
comp46458_c0	psme1	blast	449.57	905.69
comp46459_c0		blast	75.73	121.88
comp46464_c0	ints12	blast	75.73	67.5
comp46465_c0		blast	87.99	18.75
comp46466_c0	gtf2h4	blast	87.46	103.13
comp46468_c0	farsa	blast	592.49	1066.95
comp46469_c0	elovl1a	blast	14.4	16.88
comp46470_c1	fmoda	blast	8.0	22.5
comp46478_c0	dbf4	blast	11.73	11.25
comp46479_c0		blast	14.93	3.75
comp46479_c2		blast	50.13	33.75
comp46480_c0		blast	98.66	106.88
comp46480_c2		blast	10.67	20.63
comp46480_c3	smtnl1	blast	1.6	3439.0
comp46480_c4	prmt1	blast	217.05	468.78
comp46484_c0	FDFT1	blast	109.33	106.88
comp46487_c0		blast	7.47	26.25
comp46487_c1		blast	3.73	28.13
comp46488_c0	PPP1R15B	blast	1392.43	1125.08
comp46491_c0	atp5g3a	blast	393.57	785.68
comp46491_c1		blast	192.52	217.52
comp46493_c1		blast	30.4	45.0
comp46494_c0	tnfrsf1a	blast	473.03	993.82
comp46496_c0	hsp90b1	blast	1216.45	1408.23
comp46497_c1	CABZ01041002.1	blast	15.47	15.0
comp46499_c0	rnf14	blast	302.38	718.18
comp46503_c0	LTBP1	blast	1350.84	1033.2
comp46509_c0	fam96b	blast	404.24	380.65
comp46513_c0		blast	34.13	18.75
comp46513_c1	chtopa	blast	565.83	905.69
comp46514_c0	si:ch211-238n5.4	blast	9.07	13.13
comp46519_c0	CABZ01072557.1	blast	62.93	0.0
comp46520_c0		blast	11.73	3.75
comp46520_c1	ascc1	blast	206.92	168.76
comp46521_c0	timm13	blast	273.05	427.53
comp46521_c1		blast	10.13	7.5
comp46522_c0		blast	203.19	56.25
comp46522_c1	TOM1L2	blast	169.05	93.76
comp46525_c0	arhgap5	blast	291.71	300.02
comp46526_c0	zgc:63972	blast	223.98	363.78
comp46528_c0		blast	8.0	80.63
comp46529_c1		blast	14.93	3.75
comp46534_c0	boka	blast	67.2	151.89
comp46537_c0	ube2kb	blast	372.24	465.03
comp46539_c0	ptpn18	blast	299.18	18.75
comp46539_c1		blast	15.47	0.0
comp46541_c0		blast	14.93	54.38
comp46546_c0		blast	1.07	67.5
comp46546_c1		blast	2.67	58.13
comp46546_c3	gramd4	blast	6.93	142.51
comp46548_c0	rasgef1bb	blast	77.33	112.51
comp46549_c0		blast	760.48	283.15
comp46549_c1	prkaa2	blast	302.38	217.52
comp46550_c0	G3BP2 (3 of 3)	blast	219.72	185.64
comp46553_c0		blast	19.2	18.75
comp46553_c1		blast	43.73	56.25
comp46553_c2		blast	50.66	110.63
comp46553_c3	DPH3	blast	276.25	633.8
comp46563_c0		blast	10.67	93.76
comp46564_c0		blast	20.8	7.5
comp46573_c1	gadd45aa	blast	13.87	58.13
comp46575_c0	ccdc102a	blast	41.06	35.63
comp46576_c0		blast	6.4	273.77
comp46577_c1		blast	54.4	20.63
comp46579_c0	skap2	blast	35.2	71.26
comp46584_c0	syne1b	blast	25.6	35.63
comp46586_c0		blast	30.4	31.88
comp46586_c1	cers2b	blast	52.26	146.26
comp46594_c0		blast	18.67	30.0
comp46594_c1		blast	8.0	15.0
comp46599_c0		blast	8.53	48.75
comp46601_c0	cmtm6	blast	8.53	11.25
comp46603_c0	CD59 (1 of 2)	blast	7.47	39.38
comp46605_c1		blast	0.0	39.38
comp46608_c0		blast	12.27	13.13
comp46609_c0	pih1d3	blast	21.33	18.75
comp46615_c0		blast	41.06	39.38
comp46616_c0	nck2b	blast	21.87	30.0
comp466195_c0		blast	14.93	16.88
comp46621_c0		blast	32.0	7.5
comp46624_c0	ATG4D (1 of 2)	blast	22.93	9.38
comp46631_c0		blast	73.06	41.25
comp46638_c0		blast	41.06	1.88
comp46638_c2	wnt6b	blast	17.07	3.75
comp46640_c0		blast	28.26	0.0
comp46641_c0	mrpl38	blast	179.72	157.51
comp46649_c0	lpar6a	blast	65.6	50.63
comp46650_c0		blast	48.0	95.63
comp46654_c0	efemp2a	blast	823.94	273.77
comp46656_c0	arl4aa	blast	11.73	5.63
comp46657_c0		blast	53.33	33.75
comp46660_c0	CT030012.1	blast	32.0	16.88
comp46662_c0		blast	8.53	18.75
comp46666_c0		blast	44.26	20.63
comp46667_c0		blast	18.13	15.0
comp46668_c0		blast	10.13	7.5
comp46669_c0		blast	22.4	0.0
comp46674_c0		blast	70.93	155.64
comp46676_c0	dachd	blast	12.27	16.88
comp46678_c0	znrf1	blast	5.87	22.5
comp46684_c0		blast	34.13	26.25
comp46684_c1	FNBP4	blast	403.17	416.28
comp46687_c0		blast	6.93	26.25
comp46689_c0	TMEM87A	blast	22.93	1.88
comp46691_c0	RNF135	blast	67.73	120.01
comp46694_c1		blast	9.07	7.5
comp46700_c0		blast	14.4	1.88
comp46703_c0		blast	12.8	91.88
comp46704_c0		blast	25.6	33.75
comp46705_c1	TNS3 (2 of 2)	blast	11.2	11.25
comp46708_c0	adipor2	blast	18.67	69.38
comp46711_c0	rbm4.3	blast	375.44	493.16
comp46715_c0	plp1a	blast	17.07	84.38
comp46716_c0	WIZ (2 of 2)	blast	24.53	13.13
comp46719_c0	dus4l	blast	25.06	28.13
comp46721_c0	magi2	blast	2.67	39.38
comp46722_c1		blast	12.27	9.38
comp46726_c0		blast	23.46	22.5
comp46726_c1		blast	22.4	37.5
comp46732_c0		blast	12.27	16.88
comp46733_c0	RPH3A (2 of 2)	blast	9.07	13.13
comp46737_c0		blast	10.13	5.63
comp46742_c0	WDPCP	blast	10.13	13.13
comp46750_c0	dctd	blast	60.26	90.01
comp46754_c0	CABZ01074899.1	blast	18.13	5.63
comp46755_c1		blast	12.8	5.63
comp46757_c0	stoml3b	blast	27.2	3.75
comp46758_c1	poc5	blast	16.0	31.88
comp46759_c0	RASSF3	blast	10.13	20.63
comp46760_c0		blast	12.8	1.88
comp46761_c0		blast	11.2	0.0
comp46762_c0	ing4	blast	18.67	45.0
comp46764_c0	tcn2l	blast	18.67	43.13
comp46765_c0		blast	57.6	0.0
comp46774_c0	ANKS3	blast	8.53	26.25
comp46779_c0	si:ch211-117c19.1	blast	122.12	39.38
comp46781_c0		blast	9.6	58.13
comp46782_c2		blast	21.33	18.75
comp46785_c1		blast	9.6	7.5
comp46788_c0		blast	33.6	22.5
comp46791_c0		blast	35.2	43.13
comp46793_c0	HAUS4	blast	23.46	13.13
comp46795_c0		blast	39.46	48.75
comp46796_c0		blast	26.13	80.63
comp46797_c1	prom1a	blast	38.93	99.38
comp46798_c0	cdca8	blast	17.07	22.5
comp46800_c2	haus1	blast	17.07	35.63
comp46800_c3	dchs1b	blast	17.6	13.13
comp46802_c0		blast	7.47	48.75
comp46803_c0	ZXDA	blast	83.19	105.01
comp46804_c0	krr1	blast	102.93	146.26
comp46804_c1		blast	17.6	5.63
comp46812_c0	c1galt1a	blast	22.93	15.0
comp46812_c2		blast	18.67	15.0
comp46817_c0	sh2d3cb	blast	42.13	50.63
comp46819_c0		blast	23.46	20.63
